#-1)Kurszusatz  G: Geld, Kauf>Verkauf; B: Brief, Kauf < Verkauf; b: bezahlt, Kauf=Verkauf; T: Taxe, kein Buy/Sell Order
#-2)Auftragtyp  B: Kauf,  S:Verkauf,  N:Wart  M: Mixed Order,  Order contains Buy and Sell Wish, it is created by Investor  
#-3)Limit=-1, -1 hat spezielle Bedeutung: billigsten Kauf bzw. Besten Verkauf
#-4)GewinnStatus *:Balance +:Gewinn -:Verlust 
#-5) Achtung: 
#-5) Wenn ReferenzTag = 0,  GewinnStatus ist jeden Tag gegen InitDepot ausgewertet.
#-6) Wenn ReferenzTag > 0,  GewinnStatus ist jeden Tag gegen Depot vor  X Tagen ausgewertet.
#-7) Investor BuyLimit  = IndividuellInnererWert * ( 1 - AbschlagProzent ) 
     Investor SellLimit = IndividuellInnererWert * ( 1 + AbschlagProzent ) 
#-8) Investor: Maximal Abweichung zu System InnererWert 5.0
     Investor: Minimal Abweichung zu System InnererWert -5.0
#-9) Investor: Eingesetztes Potenzial = PotenzialBase * ProzentialCounter  
     - Wenn ProzentialCounter Minus Wert ist, dann ist das Potenzial auch ein Minus Wert.
     - Wenn ProzentialCounter Plus Wert ist,  dann ist das Potenzial auch ein Plus Wert.
     - PotenzialProzent ist ein Parameter.
     - PotenzialBase wird nur bei (PozentialCounter=0) and (KursÄnderung ist größer als Threshold) berechnet, PotenzialBase = AktuellerSystemInnererWert * 0.2 * PotenuialProcent 
     - PotenzialProzent ist ein Parameter.
#-10) Investor Individuell InnererWert= SystemInnererWert + ZufallAbweichung + Potenzial 
      ZufallAbweichung kann minus/plus sein. 

Name;Tag;Type;State;ChangedReason;AktienAnzahl;Cash;Depot;RelativGewinn;RelativeGewinnProzent;AbsoluteGewinn;AbsoluteGewinnProzent;Order;BuyMenge;BuyLimit;SellMenge;SellLimit;Kurs;Kurszusatz;PerformedMenge;
V48; ;BlankoAgent; Individuelle Parameter: TimeWindowForAverageBuyLimit(Day)=6;ActivationThreshold(%)=5.0;DeactivationThreshold(%)=5.0;
V48;0000;BlankoAgent;initstate;;1000;100000;1100000;0;0,00;0;0,00;  ;   ;   ;   ;  ;0;
V48;0001;BlankoAgent;initstate;;1000;100000;1095000;0;0,00;-5000;-0,4545;  ;   ;   ;   ;  ;995;
V48;0002;BlankoAgent;initstate;PriceWindow needs at least 6 days prices as basis.;1000;100000;1091000;0;0,00;-9000;-0,8182;  ;   ;   ;   ;  ;991;
V48;0003;BlankoAgent;initstate;PriceWindow needs at least 6 days prices as basis.;1000;100000;1083000;0;0,00;-17000;-1,5455;  ;   ;   ;   ;  ;983;
V48;0004;BlankoAgent;initstate;PriceWindow needs at least 6 days prices as basis.;1000;100000;1092000;0;0,00;-8000;-0,7273;  ;   ;   ;   ;  ;992;
V48;0005;BlankoAgent;initstate;PriceWindow needs at least 6 days prices as basis.;1000;100000;1102000;0;0,00;2000;0,1818;  ;   ;   ;   ;  ;1002;
V48;0006;BlankoAgent;initstate;PriceWindow needs at least 6 days prices as basis.;1000;100000;1116000;0;0,00;16000;1,4545;  ;   ;   ;   ;  ;1016;
V48;0007;BlankoAgent;initstate;PriceWindow needs at least 6 days prices as basis.;1000;100000;1112000;0;0,00;12000;1,0909;  ;   ;   ;   ;  ;1012;
V48;0008;BlankoAgent;initstate;PriceWindow needs at least 6 days prices as basis.;1000;100000;1109000;0;0,00;9000;0,8182;  ;   ;   ;   ;  ;1009;
V48;0009;BlankoAgent;initstate;CurPrice=1009.0 Ref.Price=983,00 UpProcent=2,645;1000;100000;1105000;0;0,00;5000;0,4545;  ;   ;   ;   ;  ;1005;
V48;0010;BlankoAgent;initstate;CurPrice=1005.0 Ref.Price=992,00 UpProcent=1,3105;1000;100000;1100000;0;0,00;0;0,00;  ;   ;   ;   ;  ;1000;
V48;0011;BlankoAgent;initstate;CurpPrice=1000.0 Ref.Price=1002,00 DownProcent=0,1996;1000;100000;1089000;0;0,00;-11000;-1,00;  ;   ;   ;   ;  ;989;
V48;0012;BlankoAgent;initstate;CurpPrice=989.0 Ref.Price=1016,00 DownProcent=2,6575;1000;100000;1100000;0;0,00;0;0,00;  ;   ;   ;   ;  ;1000;
V48;0013;BlankoAgent;initstate;CurpPrice=1000.0 Ref.Price=1012,00 DownProcent=1,1858;1000;100000;1099000;0;0,00;-1000;-0,0909;  ;   ;   ;   ;  ;999;
V48;0014;BlankoAgent;initstate;CurpPrice=999.0 Ref.Price=1009,00 DownProcent=0,9911;1000;100000;1106000;0;0,00;6000;0,5455;  ;   ;   ;   ;  ;1006;
V48;0015;BlankoAgent;initstate;CurPrice=1006.0 Ref.Price=1005,00 UpProcent=0,0995;1000;100000;1113000;0;0,00;13000;1,1818;  ;   ;   ;   ;  ;1013;
V48;0016;BlankoAgent;initstate;CurPrice=1013.0 Ref.Price=1000,00 UpProcent=1,30;1000;100000;1118000;0;0,00;18000;1,6364;  ;   ;   ;   ;  ;1018;
V48;0017;BlankoAgent;initstate;CurPrice=1018.0 Ref.Price=989,00 UpProcent=2,9323;1000;100000;1125000;0;0,00;25000;2,2727;  ;   ;   ;   ;  ;1025;
V48;0018;BlankoAgent;initstate;CurPrice=1025.0 Ref.Price=1000,00 UpProcent=2,50;1000;100000;1124000;0;0,00;24000;2,1818;  ;   ;   ;   ;  ;1024;
V48;0019;BlankoAgent;initstate;CurPrice=1024.0 Ref.Price=999,00 UpProcent=2,5025;1000;100000;1121000;0;0,00;21000;1,9091;  ;   ;   ;   ;  ;1021;
V48;0020;BlankoAgent;initstate;CurPrice=1021.0 Ref.Price=1006,00 UpProcent=1,4911;1000;100000;1112000;12000;1,0909;12000;1,0909;  ;   ;   ;   ;  ;1012;
V48;0021;BlankoAgent;initstate;CurpPrice=1012.0 Ref.Price=1013,00 DownProcent=0,0987;1000;100000;1114000;19000;1,7352;14000;1,2727;  ;   ;   ;   ;  ;1014;
V48;0022;BlankoAgent;initstate;CurpPrice=1014.0 Ref.Price=1018,00 DownProcent=0,3929;1000;100000;1102000;11000;1,0082;2000;0,1818;  ;   ;   ;   ;  ;1002;
V48;0023;BlankoAgent;initstate;CurpPrice=1002.0 Ref.Price=1025,00 DownProcent=2,2439;1000;100000;1104000;21000;1,9391;4000;0,3636;  ;   ;   ;   ;  ;1004;
V48;0024;BlankoAgent;initstate;CurpPrice=1004.0 Ref.Price=1024,00 DownProcent=1,9531;1000;100000;1094000;2000;0,1832;-6000;-0,5455;  ;   ;   ;   ;  ;994;
V48;0025;BlankoAgent;initstate;CurpPrice=994.0 Ref.Price=1021,00 DownProcent=2,6445;1000;100000;1091000;-11000;-0,9982;-9000;-0,8182;  ;   ;   ;   ;  ;991;
V48;0026;BlankoAgent;initstate;CurpPrice=991.0 Ref.Price=1012,00 DownProcent=2,0751;1000;100000;1100000;-16000;-1,4337;0;0,00;  ;   ;   ;   ;  ;1000;
V48;0027;BlankoAgent;initstate;CurpPrice=1000.0 Ref.Price=1014,00 DownProcent=1,3807;1000;100000;1098000;-14000;-1,259;-2000;-0,1818;  ;   ;   ;   ;  ;998;
V48;0028;BlankoAgent;initstate;CurpPrice=998.0 Ref.Price=1002,00 DownProcent=0,3992;1000;100000;1088000;-21000;-1,8936;-12000;-1,0909;  ;   ;   ;   ;  ;988;
V48;0029;BlankoAgent;initstate;CurpPrice=988.0 Ref.Price=1004,00 DownProcent=1,5936;1000;100000;1083000;-22000;-1,991;-17000;-1,5455;  ;   ;   ;   ;  ;983;
V48;0030;BlankoAgent;initstate;CurpPrice=983.0 Ref.Price=994,00 DownProcent=1,1066;1000;100000;1095000;-5000;-0,4545;-5000;-0,4545;  ;   ;   ;   ;  ;995;
V48;0031;BlankoAgent;initstate;CurPrice=995.0 Ref.Price=991,00 UpProcent=0,4036;1000;100000;1092000;3000;0,2755;-8000;-0,7273;  ;   ;   ;   ;  ;992;
